City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,touros,-5.1989,-35.4608,28.52,70,99,6.28,BR,1717172581
367,kayangel,8.0823,134.7173,28.63,81,84,4.92,PW,1717172581
368,sarov,54.9358,43.3235,18.3,82,71,4.55,RU,1717172581
369,taesal-li,36.9714,126.4542,15.57,94,88,5.44,KR,1717172581
370,komarichi,52.4151,34.7905,20.46,76,99,2.48,RU,1717172582
371,kalmunai,7.4167,81.8167,29.65,78,99,1.67,LK,1717172582
372,mandalgovi,45.7625,106.2708,16.36,34,97,2.11,MN,1717172582
373,saguenay,48.4168,-71.0657,17.46,58,75,3.09,CA,1717172581
374,nairn,57.5809,-3.8797,15.97,79,40,0.51,GB,1717172582
375,shanhaiguan,39.9988,119.7564,15.7,59,34,2.58,CN,1717172582
376,baardheere,2.3446,42.2764,29.55,55,98,6.79,SO,1717172582
377,antofagasta,-23.65,-70.4,16.6,68,39,2.91,CL,1717172166
378,lerwick,60.1545,-1.1494,14.0,74,86,5.09,GB,1717172583
379,turpan,42.9333,89.1667,29.52,17,100,7.65,CN,1717172583
380,enterprise,36.0252,-115.2419,32.39,18,0,3.6,US,1717172583
381,bafata,12.1667,-14.75,39.06,16,50,0.73,GW,1717172583
382,sungailiat,-1.85,106.1333,27.47,86,100,3.18,ID,1717172583
383,lingdong,46.5669,131.1453,9.4,100,100,1.36,CN,1717172583
384,horta,38.5333,-28.6333,17.8,86,75,7.15,PT,1717172584
385,sakaiminato,35.55,133.2333,14.99,100,20,2.57,JP,1717172584
386,tieli,46.95,128.05,8.87,90,100,1.16,CN,1717172584
387,hassi messaoud,31.6804,6.0729,38.92,10,0,2.06,DZ,1717172584
388,liberal,37.0431,-100.921,22.08,73,0,4.63,US,1717172584
389,abepura,-2.6333,140.5833,24.45,94,20,0.51,ID,1717172584
390,mbandaka,0.0487,18.2603,28.19,71,97,1.14,CD,1717172584
391,feodosiya,45.0333,35.3833,21.49,62,0,2.93,UA,1717172585
392,floro,61.5996,5.0328,19.04,72,20,6.69,NO,1717172585
393,havre,49.5833,0.3333,13.22,94,100,9.77,FR,1717172585
394,ebon,4.582,168.6964,28.37,75,86,3.63,MH,1717172585
395,cidreira,-30.1811,-50.2056,16.41,72,4,4.11,BR,1717172585
396,yarmouth,41.7057,-70.2286,23.41,67,0,4.63,US,1717172585
397,levuka,50.1834,-105.4011,16.9,36,75,9.26,CA,1717172585
398,eno,62.8051,30.1542,26.16,40,73,2.24,FI,1717172585
399,mejit,10.2753,170.8646,27.63,82,100,4.99,MH,1717172586
400,khash,28.2211,61.2158,28.94,12,0,9.54,IR,1717172586
401,rikaze,29.25,88.8833,16.62,32,61,4.85,CN,1717172586
402,east london,-33.0153,27.9116,15.52,82,20,5.66,ZA,1717172586
403,sinabang,2.4803,96.3801,25.28,85,100,1.8,ID,1717172586
404,rovnoye,50.7765,46.0509,22.64,58,66,3.27,RU,1717172586
405,linhares,-19.3911,-40.0722,27.12,44,0,5.29,BR,1717172586
406,dakhla,23.6848,-15.958,23.01,60,0,5.14,EH,1717172586
407,jumla,29.2747,82.1838,14.27,33,70,2.43,NP,1717172587
408,saipan,15.1355,145.701,27.39,94,75,4.12,MP,1717172587
409,sur,22.5667,59.5289,34.73,38,1,0.91,OM,1717172587
410,nadi,-17.8,177.4167,23.0,83,75,3.09,FJ,1717172576
411,sosnovo-ozerskoye,52.5249,111.5418,9.53,73,67,2.41,RU,1717172587
412,lodja,-3.4833,23.4333,29.92,51,100,0.22,CD,1717172587
413,edeia,-17.3383,-49.9314,30.23,25,0,1.57,BR,1717172587
414,polyarnyy,69.1989,33.4478,9.41,96,98,3.84,RU,1717172588
415,ngoro,-7.6839,112.258,24.1,93,99,2.27,ID,1717172588
416,pacific grove,36.6177,-121.9166,17.44,87,0,3.13,US,1717172588
417,gulu,2.7746,32.299,23.19,67,77,0.5,UG,1717172295
418,chudniv,50.052,28.1175,19.91,79,78,2.09,UA,1717172588
419,progreso,21.2833,-89.6667,35.62,52,0,3.32,MX,1717172588
420,altamira,-3.2033,-52.2064,26.05,94,75,2.06,BR,1717172589
421,whaley bridge,53.3303,-1.9826,17.32,63,75,4.12,GB,1717172589
422,masagua,14.2031,-90.8481,35.18,63,99,2.46,GT,1717172589
423,baki,-7.6128,110.7839,24.48,92,53,3.44,ID,1717172589
424,sao felix do xingu,-6.6447,-51.995,33.73,37,55,2.53,BR,1717172589
425,jijiga,9.35,42.8,24.58,30,94,2.16,ET,1717172589
426,kashkhatau,43.3185,43.608,24.31,91,66,1.64,RU,1717172589
427,fairview,40.8126,-73.999,24.32,32,0,7.72,US,1717172584
428,sandnessjoen,66.0217,12.6316,17.29,77,75,4.12,NO,1717172590
429,ust-tsilma,65.441,52.1498,5.9,74,8,2.68,RU,1717172590
430,aitape,-3.1374,142.3475,25.88,88,2,2.01,PG,1717172590
431,ozersk,55.7556,60.7028,12.53,61,48,1.66,RU,1717172590
432,middle island,40.8843,-72.9373,23.27,38,0,6.17,US,1717172590
433,nuku'alofa,-21.1333,-175.2,22.19,73,100,5.66,TO,1717172590
434,yelizovo,53.1873,158.3805,7.11,74,75,1.34,RU,1717172590
435,ranam,41.7136,129.6844,10.8,98,100,1.05,KP,1717172590
436,trairi,-3.2778,-39.2689,28.14,81,41,4.11,BR,1717172354
437,keffi,8.8486,7.8736,33.5,46,75,3.22,NG,1717172591
438,san-pedro,4.7485,-6.6363,27.54,82,100,3.33,CI,1717172591
439,usinsk,65.9939,57.5281,0.04,64,100,7.6,RU,1717172591
440,damghan,36.1683,54.348,31.35,12,0,4.64,IR,1717172591
441,westport,41.1415,-73.3579,23.97,36,0,3.6,US,1717172361
442,walvis bay,-22.9575,14.5053,17.53,72,0,7.72,NA,1717172591
443,ribeira brava,32.65,-17.0667,25.0,75,4,3.4,PT,1717172591
444,alice springs,-23.7,133.8833,8.75,100,0,0.0,AU,1717172592
445,punta del este,-34.9667,-54.95,16.09,94,75,3.13,UY,1717172494
446,morehead city,34.7229,-76.726,26.02,41,20,5.14,US,1717172351
447,kuta,-8.7233,115.1723,26.97,100,75,3.13,ID,1717172592
448,sesimbra,38.4445,-9.1015,32.53,67,41,7.55,PT,1717172592
449,ridgecrest,35.6225,-117.6709,28.59,16,0,0.0,US,1717172363
450,ulsan,35.5372,129.3167,16.97,64,81,2.0,KR,1717172593
451,novodvinsk,64.4165,40.8122,23.86,37,39,1.3,RU,1717172593
452,kangding,30.0513,101.9603,11.5,99,100,2.07,CN,1717172593
453,mocoa,1.1493,-76.6466,26.36,87,100,1.51,CO,1717172363
454,qusmuryn,52.4503,64.6311,14.56,58,52,2.83,KZ,1717172593
455,santa marta,11.2408,-74.199,32.03,66,20,2.57,CO,1717172593
456,saint croix,17.7397,-64.7388,31.25,75,40,6.69,VI,1717172593
457,camiri,-20.05,-63.5167,24.88,47,20,3.09,BO,1717172594
458,kirensk,57.7853,108.1119,14.42,68,99,1.34,RU,1717172594
459,mount isa,-20.7333,139.5,17.87,94,100,2.57,AU,1717172594
460,rouyn-noranda,48.2398,-79.0288,22.05,33,20,3.09,CA,1717172594
461,north bondi,-33.8824,151.2769,16.28,81,100,2.06,AU,1717172594
462,itoman,26.1247,127.6694,26.43,96,100,2.57,JP,1717172594
463,aketi,2.7388,23.7833,30.57,52,77,1.21,CD,1717172594
464,buala,-8.145,159.5921,26.67,86,89,2.46,SB,1717172595
465,sechura,-5.5569,-80.8222,23.65,63,9,4.8,PE,1717172595
466,tyuratam,45.6507,63.3156,28.4,14,10,3.65,KZ,1717172595
467,paka,4.6374,103.4368,25.96,100,100,3.6,MY,1717172595
468,colonia,50.9333,6.95,21.64,58,20,3.09,DE,1717172320
469,peace river,56.2501,-117.286,10.36,83,100,6.69,CA,1717172299
470,balotra,25.8333,72.2333,35.26,24,0,6.18,IN,1717172595
471,jwaneng,-24.6004,24.7303,17.83,23,0,3.53,BW,1717172595
472,anatuya,-28.4606,-62.8347,21.64,44,77,4.24,AR,1717172439
473,kerch,45.3583,36.4758,21.42,56,2,1.79,UA,1717172596
474,zinjibar,13.1287,45.3807,31.57,72,100,1.7,YE,1717172596
475,road town,18.4167,-64.6167,27.81,78,95,6.98,VG,1717172585
476,livingstone,-17.8419,25.8543,21.75,29,0,0.24,ZM,1717172241
477,prince albert,53.2001,-105.7677,14.97,51,75,9.77,CA,1717172349
478,oriximina,-1.7656,-55.8661,28.33,83,5,0.32,BR,1717172596
479,lembang,-6.8117,107.6175,17.83,92,100,1.28,ID,1717172596
480,al ghayzah,16.2079,52.176,29.32,77,78,6.36,YE,1717172597
481,varna,43.2167,27.9167,24.08,57,41,6.17,BG,1717172597
482,pionerskiy,54.9508,20.2275,21.91,88,11,4.26,RU,1717172597
483,antigonish,45.6169,-61.9986,15.64,77,85,1.34,CA,1717172597
484,tadine,-21.55,167.8833,21.38,71,6,8.02,NC,1717172598
485,dois vizinhos,-25.7336,-53.0572,20.2,44,0,1.86,BR,1717172366
486,plastun,44.7561,136.2939,7.32,95,100,0.9,RU,1717172598
487,kimbe,-5.5502,150.1429,24.37,93,37,1.79,PG,1717172598
488,gualeguay,-33.1416,-59.3097,16.53,68,100,4.24,AR,1717172598
489,callao,-12.0667,-77.15,21.34,88,100,3.09,PE,1717172097
490,libreville,0.3925,9.4537,29.01,84,75,3.6,GA,1717172598
491,littlefield,33.9173,-102.3249,22.12,59,34,2.49,US,1717172599
492,goseong,34.9763,128.3236,17.02,91,13,1.98,KR,1717172599
493,kindu,-2.95,25.95,26.92,70,97,1.39,CD,1717172599
494,rio hato,8.3833,-80.1667,29.75,74,40,2.57,PA,1717172599
495,ixtapa,20.7,-105.2,28.57,70,0,0.0,MX,1717172599
496,basco,20.4487,121.9702,29.42,84,11,4.47,PH,1717172599
497,brisas de zicatela,15.8369,-97.0419,31.29,74,0,2.57,MX,1717172600
498,novovarshavka,54.1721,74.6946,10.03,51,86,1.97,RU,1717172600
499,xuddur,4.1213,43.8894,27.89,54,100,7.33,SO,1717172600
500,north valley,35.1734,-106.6234,26.95,37,20,2.68,US,1717172600
501,hualien city,23.9769,121.6044,27.6,88,100,2.16,TW,1717172600
502,mossel bay,-34.1831,22.146,12.96,69,100,2.71,ZA,1717172600
503,trinidad,-14.8333,-64.9,27.99,51,6,1.54,BO,1717172600
504,revelstoke,50.9832,-118.2023,9.01,81,100,2.06,CA,1717172601
505,yeed,4.55,43.0333,30.21,45,100,5.1,SO,1717172601
506,sault ste. marie,46.5168,-84.3333,21.16,33,0,4.12,CA,1717172343
507,mogocha,53.7333,119.7667,11.85,56,13,1.79,RU,1717172601
508,hilo,19.7297,-155.09,21.25,92,100,2.06,US,1717172601
509,quellon,-43.1167,-73.6167,8.18,92,100,7.27,CL,1717172601
510,tarko-sale,64.9225,77.785,-0.5,87,96,6.29,RU,1717172601
511,zonguldak,41.25,31.8333,20.96,66,19,1.61,TR,1717172602
512,villa gesell,-37.2639,-56.973,15.59,72,100,5.74,AR,1717172602
513,longgang,37.6508,120.3286,16.89,68,35,0.42,CN,1717172602
514,wanning,18.8003,110.3967,25.65,94,100,6.23,CN,1717172602
515,san sebastian de la gomera,28.0916,-17.1133,25.2,57,20,3.6,ES,1717172602
516,lulea,65.5842,22.1547,19.04,63,0,3.09,SE,1717172602
517,camalu,30.85,-116.0667,15.79,74,74,2.23,MX,1717172602
518,vanimo,-2.6741,141.3028,26.01,91,28,1.41,PG,1717172603
519,terrace,54.5163,-128.6035,10.68,100,100,1.54,CA,1717172359
520,padang,-0.9492,100.3543,25.03,91,100,1.94,ID,1717172603
521,an nuhud,12.7,28.4333,37.13,22,76,5.2,SD,1717172603
522,boyalik,41.2634,28.6314,25.51,49,2,2.92,TR,1717172603
523,tongouson,5.0214,120.1328,29.24,77,89,3.36,PH,1717172603
524,bayganin,48.6947,55.8742,25.06,32,1,4.07,KZ,1717172528
525,duobao,30.67,112.6895,20.74,80,78,0.81,CN,1717172604
526,dubrovnik,42.6481,18.0922,20.8,94,75,7.2,HR,1717172604
527,lorengau,-2.0226,147.2712,27.97,80,95,2.37,PG,1717172604
528,nizhyn,51.048,31.8869,20.79,74,34,2.85,UA,1717172604
529,ban phan don,17.1427,102.9726,26.62,86,100,1.55,TH,1717172604
530,bogandinskiy,56.8937,65.8938,14.15,59,63,1.99,RU,1717172604
531,hobyo,5.3505,48.5268,27.47,73,74,11.44,SO,1717172604
532,nuuk,64.1835,-51.7216,2.34,69,75,3.6,GL,1717172604
533,fuglafjordur,62.244,-6.814,10.26,79,100,8.28,FO,1717172605
534,uglekamensk,43.2172,133.2303,10.07,98,100,0.64,RU,1717172605
535,johnstown,40.3267,-78.922,19.7,44,0,3.31,US,1717172508
536,niamey,13.5137,2.1098,40.16,21,20,6.17,NE,1717172605
537,stavrovo,56.1331,40.013,18.87,83,74,3.82,RU,1717172605
538,sabang,5.8933,95.3214,28.98,74,100,12.66,ID,1717172605
539,chern',53.4523,36.9145,18.7,84,96,1.92,RU,1717172605
540,callaway,30.153,-85.5699,33.28,56,0,7.72,US,1717172605
541,shubarshi,48.5872,57.1869,24.71,32,12,3.74,KZ,1717172606
542,urzhar,47.093,81.6294,15.85,58,11,3.86,KZ,1717172606
543,suifenhe,44.4,131.1667,9.87,99,100,1.33,CN,1717172606
544,port hedland,-20.3167,118.5667,21.03,49,46,5.66,AU,1717172606
545,rawicz,51.6095,16.8585,23.27,52,75,3.22,PL,1717172606
546,tawau,4.2498,117.8871,27.07,86,62,1.2,MY,1717172606
547,menaka,15.9182,2.4022,41.6,20,97,5.06,ML,1717172606
548,prince rupert,54.3161,-130.3201,10.05,87,100,14.4,CA,1717172606
549,yanam,16.7333,82.2167,29.85,86,83,0.84,IN,1717172607
550,marabba,12.35,32.1833,40.3,19,89,5.67,SD,1717172607
551,altay,47.8667,88.1167,13.45,47,26,4.01,CN,1717172607
552,dazuocun,24.8862,118.9643,24.99,96,94,4.05,CN,1717172607
553,tete,-16.1564,33.5867,27.05,41,20,1.54,MZ,1717172607
554,calama,-22.4667,-68.9333,22.72,3,5,2.83,CL,1717171926
555,arfoud,31.4348,-4.2375,38.07,7,90,6.73,MA,1717172607
556,adani,6.7397,7.0112,28.81,79,84,3.17,NG,1717172608
557,tabas,33.5959,56.9244,34.98,10,0,6.49,IR,1717172457
558,bryne,58.7354,5.6477,16.81,72,40,8.23,NO,1717172608
559,rundu,-17.9333,19.7667,23.05,21,0,1.83,NA,1717172608
560,selfoss,63.9331,-20.9971,10.02,94,100,7.26,IS,1717172608
561,griffith,41.5284,-87.4237,24.97,48,0,4.63,US,1717172608
562,santander,43.4647,-3.8044,17.48,73,40,3.58,ES,1717172608
563,newman,37.3138,-121.0208,28.34,42,3,0.89,US,1717172608
564,anshun,26.25,105.9333,16.99,84,60,2.36,CN,1717172609
565,marquette,46.5333,-87.6335,21.54,49,100,5.36,US,1717172609
566,bocaiuva,-17.1078,-43.815,25.84,41,56,4.54,BR,1717172433
567,thunder bay,48.4001,-89.3168,17.99,59,75,3.6,CA,1717172342
568,broken hill,-31.95,141.4333,12.7,68,91,3.68,AU,1717172609
